path,zone,trust_zone,purpose,authority_level,status,canonical_readiness_relevance,runtime_relevance,commercial_relevance,recommendation
KAGGLE_MRT1_E2E_FINAL.sh,ARCHIVE,ARCHIVE,historical operation artifact,HISTORICAL_ONLY,HISTORICAL,NONE,NONE,NONE,ARCHIVE
KT-Codex/KT-Codex-Master-Prompt-v1.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/KT-TOC-Persona-Glossary-CitationSeed.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-I-Doctrine/01-KT-Doctrine-and-Philosophy.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-II-Business/01-Business-Model-and-Pricing.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/01-KT-Pipeline-Blueprint.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/02-KT-Operator-Runbook-E2E.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/03-Data-Evaluation-Matrix.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/04-Lobe-Forge-Expansion-Packet-v2.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/05-Kaggle-Offline-Multi-Adapter-Evaluator.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/06-Kaggle-Notebook-Suite-00-10-Skeleton.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/07-Cross-Axis-Conflict-Metabolism.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/08-Fitness-Region-Law.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/09-Multiversal-Evaluation-Law.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/09-Reason-Code-Taxonomy-v2.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/10-Validator-Contracts-v2.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/11-Suite-Pack-Format-v2.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/12-World-Sets-and-Invariants-v2.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/13-Core-Pressure-Pack-v2.0.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/14-Sector-Overlays-v2.0.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/15-Determinism-Proof-v2.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/16-Evidence-Pack-Spec-v2.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/17-Titan-Notebook-Suite-Canon.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/18-Suite-Registry-Constitution.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/19-Suite-Admission-Pipeline.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/20-Suite-Admission-Gates.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/21-Operator-Suite-Admission-Workflow.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-III-Technical/22-Auditor-Suite-Registry-Review.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-IV-Services/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-V-Operations/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/Volume-VI-Appendices/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/assets/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/deliverable_manifest.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/metadata/changelog.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/metadata/internal_sources.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/metadata/manifest.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/metadata/sme_review_checklist.v1.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/metadata/sme_review_plan.v1.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v1/cases.jsonl,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v1/invariants.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v1/pack_manifest.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v1/validators.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v1/world_set.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v2.0/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v2.0/cases.jsonl,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v2.0/invariants.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v2.0/pack_manifest.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v2.0/validators.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v2.0/variants.jsonl,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_CORE_PRESSURE_PACK_v2.0/world_set.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_FINANCE_OVERLAY_v2.0/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_FINANCE_OVERLAY_v2.0/cases.jsonl,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_FINANCE_OVERLAY_v2.0/invariants.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_FINANCE_OVERLAY_v2.0/pack_manifest.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_FINANCE_OVERLAY_v2.0/validators.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_FINANCE_OVERLAY_v2.0/world_set.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_FORGE_PROMOTION_ELIGIBLE_HOLDOUT_v1/cases.jsonl,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_FORGE_PROMOTION_ELIGIBLE_HOLDOUT_v1/invariants.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_FORGE_PROMOTION_ELIGIBLE_HOLDOUT_v1/pack_manifest.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_FORGE_PROMOTION_ELIGIBLE_HOLDOUT_v1/validators.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_FORGE_PROMOTION_ELIGIBLE_HOLDOUT_v1/world_set.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_HEALTHCARE_OVERLAY_v2.0/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_HEALTHCARE_OVERLAY_v2.0/cases.jsonl,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_HEALTHCARE_OVERLAY_v2.0/invariants.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_HEALTHCARE_OVERLAY_v2.0/pack_manifest.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_HEALTHCARE_OVERLAY_v2.0/validators.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_HEALTHCARE_OVERLAY_v2.0/world_set.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_INSURANCE_OVERLAY_v2.0/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_INSURANCE_OVERLAY_v2.0/cases.jsonl,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_INSURANCE_OVERLAY_v2.0/invariants.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_INSURANCE_OVERLAY_v2.0/pack_manifest.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_INSURANCE_OVERLAY_v2.0/validators.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_INSURANCE_OVERLAY_v2.0/world_set.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_PUBLIC_SECTOR_OVERLAY_v2.0/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_PUBLIC_SECTOR_OVERLAY_v2.0/cases.jsonl,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_PUBLIC_SECTOR_OVERLAY_v2.0/invariants.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_PUBLIC_SECTOR_OVERLAY_v2.0/pack_manifest.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_PUBLIC_SECTOR_OVERLAY_v2.0/validators.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_PUBLIC_SECTOR_OVERLAY_v2.0/world_set.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_RED_ASSAULT_GATED_PACK_v2.0_hashrefs_only/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_RED_ASSAULT_GATED_PACK_v2.0_hashrefs_only/hashrefs_manifest.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_SECURITY_OVERLAY_v2.0/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_SECURITY_OVERLAY_v2.0/cases.jsonl,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_SECURITY_OVERLAY_v2.0/invariants.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_SECURITY_OVERLAY_v2.0/pack_manifest.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_SECURITY_OVERLAY_v2.0/validators.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/packs/KT_SECURITY_OVERLAY_v2.0/world_set.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/schemas/conflict_event.schema.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/schemas/fitness_transition.schema.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/schemas/multiversal_conflict_event.schema.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/schemas/multiversal_evaluation_result.schema.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/schemas/multiversal_fitness_record.schema.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/schemas/suite_admission_record.schema.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/schemas/suite_registry_index.schema.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/schemas/suite_revocation_record.schema.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/schemas/validator_contract.schema.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/schemas/world_definition.schema.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/schemas/world_set.schema.json,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/templates/AUDIT_REPORT_TEMPLATE.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/templates/CERTIFICATION_PACK_TEMPLATE.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/templates/INTAKE_PACKET_TEMPLATE.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/templates/MSA_OUTLINE_DRAFT.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/templates/NDA_OUTLINE_DRAFT.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/templates/README.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/templates/SOW_TEMPLATE_DRAFT.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/templates/TOURNAMENT_MANIFEST_TEMPLATE.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT-Codex/templates/chapter_template.md,COMMERCIAL,COMMERCIAL,commercial or explanatory doc,DOCUMENTARY_ONLY,ACTIVE,NONE,NONE,DIRECT,KEEP
KT_LANE_LORA_PHASE_B/lora_adapter_export.zip,ARCHIVE,ARCHIVE,historical lane,HISTORICAL_ONLY,HISTORICAL,NONE,NONE,NONE,ARCHIVE
KT_LANE_LORA_PHASE_B/lora_adapter_export/lora_out/adapter/README.md,ARCHIVE,ARCHIVE,historical lane,HISTORICAL_ONLY,HISTORICAL,NONE,NONE,NONE,ARCHIVE
KT_LANE_LORA_PHASE_B/lora_adapter_export/lora_out/adapter/adapter_config.json,ARCHIVE,ARCHIVE,historical lane,HISTORICAL_ONLY,HISTORICAL,NONE,NONE,NONE,ARCHIVE
KT_LANE_LORA_PHASE_B/lora_adapter_export/lora_out/adapter/adapter_model.safetensors,ARCHIVE,ARCHIVE,historical lane,HISTORICAL_ONLY,HISTORICAL,NONE,NONE,NONE,ARCHIVE
KT_LANE_LORA_PHASE_B/lora_adapter_export/lora_out/adapter/special_tokens_map.json,ARCHIVE,ARCHIVE,historical lane,HISTORICAL_ONLY,HISTORICAL,NONE,NONE,NONE,ARCHIVE
KT_LANE_LORA_PHASE_B/lora_adapter_export/lora_out/adapter/tokenizer.json,ARCHIVE,ARCHIVE,historical lane,HISTORICAL_ONLY,HISTORICAL,NONE,NONE,NONE,ARCHIVE
KT_LANE_LORA_PHASE_B/lora_adapter_export/lora_out/adapter/tokenizer.model,ARCHIVE,ARCHIVE,historical lane,HISTORICAL_ONLY,HISTORICAL,NONE,NONE,NONE,ARCHIVE
KT_LANE_LORA_PHASE_B/lora_adapter_export/lora_out/adapter/tokenizer_config.json,ARCHIVE,ARCHIVE,historical lane,HISTORICAL_ONLY,HISTORICAL,NONE,NONE,NONE,ARCHIVE
KT_LANE_LORA_PHASE_B/lora_adapter_export/lora_out/train_report.json,ARCHIVE,ARCHIVE,historical lane,HISTORICAL_ONLY,HISTORICAL,NONE,NONE,NONE,ARCHIVE
KT_PROD_CLEANROOM/00_README_FIRST/W4_NAMING_CONVENTIONS.md,CANONICAL,CANONICAL,documentary support,CANONICAL_PRIMARY,ACTIVE,DIRECT,NONE,NONE,KEEP
KT_PROD_CLEANROOM/00_README_FIRST/W4_PHASE_GATES.md,CANONICAL,CANONICAL,documentary support,CANONICAL_PRIMARY,ACTIVE,DIRECT,NONE,NONE,KEEP
